ArchivesSpace URI,Agent Name,SNAC ARK,Update Status,Web URL
/agents/people/58516,"Beerbohm, Max, Sir, 1872-1956",http://n2t.net/ark:/99166/w6j104wf,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/58516
/agents/people/61834,"Beers, Henry A. (Henry Augustin), 1847-1926",http://n2t.net/ark:/99166/w66d62bd,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/61834
/agents/people/73315,"Beers, Isaac, 1742?-1813",http://n2t.net/ark:/99166/w6df7nqz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73315
/agents/people/81231,"Beers, Joseph D.",http://n2t.net/ark:/99166/w6zs3c8q,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/81231
/agents/people/56332,"Beers, Nathan, 1753-1849",http://n2t.net/ark:/99166/w647877j,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/56332
/agents/people/66975,"Beers, Seth P. (Seth Preston), 1781-1862",http://n2t.net/ark:/99166/w6g74csz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66975
/agents/people/66225,"Beeson, Paul B. (Paul Bruce), 1908-2006",http://n2t.net/ark:/99166/w65m8k9p,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66225
/agents/people/60779,"Behrend, Jeanne, 1911-1988",http://n2t.net/ark:/99166/w6w097tz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/60779
/agents/people/59485,"Beinecke, Edwin J. (Edwin John), 1886-1970",http://n2t.net/ark:/99166/w63s1j6c,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59485
/agents/people/82891,"Beinecke, Frederick W.",http://n2t.net/ark:/99166/w6bv7zd5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82891
/agents/people/72146,"Beinecke, William Sperry",http://n2t.net/ark:/99166/w68p8d97,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72146
/agents/people/64226,"Beit, Alfred, 1853-1906",http://n2t.net/ark:/99166/w6cg085m,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/64226
/agents/people/80005,"Bekker vom Rath, Hanna, 1893-1983",http://n2t.net/ark:/99166/w6sf70rz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/80005
/agents/people/69244,"Belden, Joshua, 1766-1849",http://n2t.net/ark:/99166/w66x1qm4,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/69244
/agents/people/86154,"Belknap, Clayton H., 1851-1908",http://n2t.net/ark:/99166/w6gj2w23,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86154
/agents/people/91654,"Belknap, Jeremy, 1744-1798",http://n2t.net/ark:/99166/w6765cdw,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/91654
/agents/people/82384,"Belknap, Robert Lenox, 1848-1896",http://n2t.net/ark:/99166/w63r1d4g,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82384
/agents/people/85043,"Bell, Beaupré, 1704-1745",http://n2t.net/ark:/99166/w6fn1rkh,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/85043
/agents/people/89175,"Bell, Charles G. (Charles Greenleaf), 1916-2010",http://n2t.net/ark:/99166/w6cj8zpb,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/89175
/agents/people/63498,"Bell, Charles, Sir, 1774-1842",http://n2t.net/ark:/99166/w6cc109f,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/63498
/agents/people/64159,"Bell, Clive, 1881-1964",http://n2t.net/ark:/99166/w6611709,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/64159
/agents/people/73467,"Bell, Daniel W. (Daniel Wafena)",http://n2t.net/ark:/99166/w60g6b2z,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73467
/agents/people/63148,"Bell, Daniel, 1919-2011",http://n2t.net/ark:/99166/w65z3111,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/63148
/agents/people/70379,"Bell, G. K. A. (George Kennedy Allen), 1883-1958",http://n2t.net/ark:/99166/w6tx41fb,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/70379
/agents/people/60676,"Bell, Helen Olcott, 1830-1918",http://n2t.net/ark:/99166/w6916cfm,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/60676
/agents/people/86210,"Bell, John C. (John Cromwell), 1861-1935",http://n2t.net/ark:/99166/w6n90zr8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86210
/agents/people/71769,"Bell, Mackenzie, 1856-1930",http://n2t.net/ark:/99166/w64f1wmr,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/71769
/agents/people/58666,"Bell, Mary",http://n2t.net/ark:/99166/w6rg8jp3,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/58666
/agents/people/81718,"Bell, Robert, 1845-1926",http://n2t.net/ark:/99166/w6xw6x3z,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/81718
/agents/people/69528,"Bell, Ulric, 1891-1960",http://n2t.net/ark:/99166/w62v2kd7,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/69528
/agents/people/89530,"Bell, Vanessa, 1879-1961",http://n2t.net/ark:/99166/w6qg9k0m,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/89530
/agents/people/73083,"Bellak, George, 1919-2002",http://n2t.net/ark:/99166/w63x8sgw,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73083
/agents/people/84276,"Bellamy, Joseph, 1719-1790",http://n2t.net/ark:/99166/w6320ghz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/84276
/agents/people/69883,"Bellini, Vincenzo, 1801-1835",http://n2t.net/ark:/99166/w66h4j57,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/69883
/agents/people/72573,"Bellune, Claude-Victor Perrin, duc de, 1764-1841",http://n2t.net/ark:/99166/w6cz3kqg,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72573
/agents/people/85497,"Belmont, Eleanor Robson, 1879-1979",http://n2t.net/ark:/99166/w69w11gn,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/85497
/agents/people/85408,"Belsley, G. Lyle (Gilbert Lyle), 1905-",http://n2t.net/ark:/99166/w6kt01wf,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/85408
/agents/people/69653,"Beman, Amos Gerry, 1812-1874",http://n2t.net/ark:/99166/w6b89bvf,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/69653
/agents/people/59818,"Bemelmans, Ludwig, 1898-1962",http://n2t.net/ark:/99166/w64m9p1d,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59818
/agents/people/72064,"Bemis, Edward Webster, 1860-1930",http://n2t.net/ark:/99166/w6db82j1,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72064
/agents/people/79397,"Bemis, Samuel Flagg, 1891-1973",http://n2t.net/ark:/99166/w6pk123f,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/79397
/agents/people/85001,"Ben-Eliezer, Arieh, -1970",http://n2t.net/ark:/99166/w6cj90np,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/85001
/agents/people/79739,"Benchley, Belle Jennings, 1882-",http://n2t.net/ark:/99166/w6g44zn5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/79739
/agents/people/58820,"Bender, Hans, 1919-",http://n2t.net/ark:/99166/w6wj5dvg,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/58820
/agents/people/79491,"Benedict, Noah Bennet, 1771-1831",http://n2t.net/ark:/99166/w6xs8w6m,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/79491
/agents/people/67262,"Benedikt, Michael, 1935-2007",http://n2t.net/ark:/99166/w6pc3q4f,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/67262
/agents/people/71212,"Benham, Edith Wallace",http://n2t.net/ark:/99166/w6c25g69,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/71212
/agents/people/78269,"Bennett, A. P.",http://n2t.net/ark:/99166/w6gb4f5r,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/78269
/agents/people/59676,"Bennett, Charles A. (Charles Andrew Armstrong), 1885-1930",http://n2t.net/ark:/99166/w65x38hv,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59676
/agents/people/57294,"Bennett, Edward H. (Edward Herbert), 1874-1954",http://n2t.net/ark:/99166/w65q5m1d,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/57294
/agents/people/76514,"Bennett, Hugh H. (Hugh Hammond), 1881-1960",http://n2t.net/ark:/99166/w65m972s,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/76514
/agents/people/90037,"Bennett, James Gordon, 1795-1872",http://n2t.net/ark:/99166/w6x641c4,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/90037
/agents/people/72562,"Bennett, John C. (John Coleman), 1902-1995",http://n2t.net/ark:/99166/w6jd4wkt,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72562
/agents/people/73416,"Bennett, John G. (John Godolphin), 1897-1974",http://n2t.net/ark:/99166/w62z5915,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73416
/agents/people/82733,"Bennett, W. C. (William Cox), 1820-1895",http://n2t.net/ark:/99166/w6sj2704,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82733
/agents/people/65469,"Benning, Henry L. (Henry Lewis), 1814-1875",http://n2t.net/ark:/99166/w65h8q1q,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/65469
/agents/people/66043,"Bennoch, Francis, 1812-1890",http://n2t.net/ark:/99166/w6c82bwj,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66043
/agents/people/82068,"Benrimo, 1871-1942",http://n2t.net/ark:/99166/w6qg0nfv,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82068
/agents/people/68863,"Benson, Adolph B. (Adolph Burnett), 1881-1962",http://n2t.net/ark:/99166/w6vt5h39,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/68863
/agents/people/78238,"Benson, Betty",http://n2t.net/ark:/99166/w6z44prj,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/78238
/agents/people/83235,"Benson, E. F. (Edward Frederic), 1867-1940",http://n2t.net/ark:/99166/w6jt01vp,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/83235
/agents/people/81010,"Benson, Mary",http://n2t.net/ark:/99166/w6tz8kj5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/81010
/agents/people/80501,"Benson, William Shepherd, 1855-1932",http://n2t.net/ark:/99166/w6tx4611,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/80501
/agents/people/65211,"Benstock, Shari, 1944-",http://n2t.net/ark:/99166/w63j7gn7,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/65211
/agents/people/86547,"Bent, George, 1843-1918",http://n2t.net/ark:/99166/w6v98gn1,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86547
/agents/people/65836,"Bent, Silas, 1882-1945",http://n2t.net/ark:/99166/w6mp5599,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/65836
/agents/people/86342,"Bentinck, George, Lord, 1802-1848",http://n2t.net/ark:/99166/w6fv2tjb,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86342
/agents/people/86157,"Bentley, Alys E. (Alys Eliza), 1868-1951",http://n2t.net/ark:/99166/w6546r04,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86157
/agents/people/79983,"Bentley, George, 1828-1895",http://n2t.net/ark:/99166/w6445n6w,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/79983
/agents/people/81179,"Bentley, R. (Richard), 1854-1936",http://n2t.net/ark:/99166/w6bk2k9m,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/81179
/agents/people/62638,"Bentley, Richard, 1794-1871",http://n2t.net/ark:/99166/w6j108dt,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/62638
/agents/people/73117,"Benton, Kay Hutchinson",http://n2t.net/ark:/99166/w6449pr0,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73117
/agents/people/57929,"Benveniste, Asa",http://n2t.net/ark:/99166/w6tv9tvf,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/57929
/agents/people/86834,"Benz, Ernst, 1907-1978",http://n2t.net/ark:/99166/w6158ktp,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86834
/agents/people/73678,"Benét, Rosemary, 1900-1962",http://n2t.net/ark:/99166/w6vt1swd,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73678
/agents/people/82526,"Benét, S. V. (Stephen Vincent), 1827-1895",http://n2t.net/ark:/99166/w6b64h32,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82526
/agents/people/86918,"Benét, William Rose, 1886-1950",http://n2t.net/ark:/99166/w6p55rcp,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86918
/agents/people/59238,"Bercovici, Konrad, 1882-1961",http://n2t.net/ark:/99166/w6m909xb,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59238
/agents/people/90876,"Berdan, John Milton",http://n2t.net/ark:/99166/w64x9bs7,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/90876
/agents/people/80145,"Berdugo, Refaʼel, 1747-1821",http://n2t.net/ark:/99166/w6md1qb3,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/80145
/agents/people/66359,"Berenson, Mary, 1864-1945",http://n2t.net/ark:/99166/w6bv7rp8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66359
/agents/people/69986,"Beresford, Anne, 1929-",http://n2t.net/ark:/99166/w6rj8mrh,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/69986
/agents/people/62428,"Berger, Victor L., 1860-1929",http://n2t.net/ark:/99166/w6wx88gt,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/62428
/agents/people/75746,"Bergery, Gaston, 1892-1974",http://n2t.net/ark:/99166/w6nz94h5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/75746
/agents/people/91239,"Bergman, Ray, 1891-1967",http://n2t.net/ark:/99166/w6zg93x3,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/91239
/agents/people/85481,"Bergmann, M. (Max), 1886-1944",http://n2t.net/ark:/99166/w6c00czb,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/85481
/agents/people/74449,"Bergner, Elisabeth, 1897-1986",http://n2t.net/ark:/99166/w61c1zwj,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/74449
/agents/people/79742,"Berkhman, Georgiĭ Ėduardovich, 1854-1929",http://n2t.net/ark:/99166/w6gt920p,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/79742
/agents/people/71285,"Berkman, Alexander, 1870-1936",http://n2t.net/ark:/99166/w66w9r5d,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/71285
/agents/people/68037,"Berlandier, Jean Louis, -1851",http://n2t.net/ark:/99166/w6698g3z,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/68037
/agents/people/75377,"Berle, Adolf A., Jr., 1895-1971",http://n2t.net/ark:/99166/w6nw045k,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/75377
/agents/people/59126,"Berlin, P. A. (Pavel Abramovich), 1877-",http://n2t.net/ark:/99166/w6x67r01,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59126
/agents/people/66676,"Berliner, Robert W., 1915-2002",http://n2t.net/ark:/99166/w6ft938c,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66676
/agents/people/78451,"Berman, Leonid, 1896-1976",http://n2t.net/ark:/99166/w6891rzf,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/78451
/agents/people/88894,"Berman, Louis, 1893-1946",http://n2t.net/ark:/99166/w66405fz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/88894
/agents/people/59372,"Bern, Gregory G., 1901-",http://n2t.net/ark:/99166/w6xh09p2,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59372
/agents/people/57607,"Bernadotte, Folke, 1895-1948",http://n2t.net/ark:/99166/w6dj5sh6,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/57607
/agents/people/64893,"Bernard, Claude, 1813-1878",http://n2t.net/ark:/99166/w6p55zjd,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/64893
/agents/people/77719,"Bernays, Edward L., 1891-1995",http://n2t.net/ark:/99166/w6vd708z,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/77719
/agents/people/76135,"Bernhard, Georg, 1875-1944",http://n2t.net/ark:/99166/w6p70x5v,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/76135
/agents/people/80385,"Bernstein, Aline, 1881-1955",http://n2t.net/ark:/99166/w6377r2t,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/80385
/agents/people/70244,"Bernstein, Charles, 1950-",http://n2t.net/ark:/99166/w6k653t2,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/70244
/agents/people/59582,"Bernstorff, Johann Heinrich, Graf von, 1862-1939",http://n2t.net/ark:/99166/w63b60qw,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59582
/agents/people/76618,"Berrien, John MacPherson, 1781-1856",http://n2t.net/ark:/99166/w66m36h7,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/76618
/agents/people/56613,"Berry, Agnes, 1764-1852",http://n2t.net/ark:/99166/w60z7nj5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/56613
/agents/people/80177,"Berry, Mary, 1763-1852",http://n2t.net/ark:/99166/w6qg9j06,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/80177
/agents/people/77228,"Berry, Walter, 1859-1927",http://n2t.net/ark:/99166/w6ws8z9g,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/77228
/agents/people/72336,"Berryman, Clifford Kennedy, 1869-1949",http://n2t.net/ark:/99166/w6cv4zcw,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72336
/agents/people/86749,"Berryman, John, 1914-1972",http://n2t.net/ark:/99166/w64x5b0d,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86749
/agents/people/56229,"Berthier, Louis-Alexandre, 1753-1815",http://n2t.net/ark:/99166/w6w09hvq,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/56229
/agents/people/68358,"Bertier de Sauvigny, Louis-Bénigne-François de, 1737-1789",http://n2t.net/ark:/99166/w6cc34wg,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/68358
/agents/people/65479,"Bertine, Eleanor, 1887-1968",http://n2t.net/ark:/99166/w6n059f5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/65479
/agents/people/84548,"Bertz, Eduard, 1853-1931",http://n2t.net/ark:/99166/w67p92bm,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/84548
/agents/people/58868,"Besant, Annie, 1847-1933",http://n2t.net/ark:/99166/w6c253df,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/58868
/agents/people/61715,"Bessborough, Henrietta Frances Spencer Ponsonby, Countess of, 1761-1821",http://n2t.net/ark:/99166/w6jd5g86,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/61715
/agents/people/70492,"Bessie, Alvah Cecil, 1904-1985",http://n2t.net/ark:/99166/w61v5cp5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/70492
/agents/people/73307,"Bessie, Simon Michael",http://n2t.net/ark:/99166/w68w54zc,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73307
/agents/people/66193,"Bessis, Marcel, 1917-",http://n2t.net/ark:/99166/w6h16j32,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66193
/agents/people/63744,"Betham, William, Sir, 1779-1853",http://n2t.net/ark:/99166/w6c53jz8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/63744
/agents/people/67301,"Bethune, George W. (George Washington), 1805-1862",http://n2t.net/ark:/99166/w6kk9hgv,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/67301
/agents/people/66333,"Betjeman, John, 1906-1984",http://n2t.net/ark:/99166/w6q52ngz,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66333
/agents/people/86357,"Bettelheim, Bruno",http://n2t.net/ark:/99166/w68w3v6f,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86357
/agents/people/86205,"Betts, Charles H. (Charles Henry), 1863-1929",http://n2t.net/ark:/99166/w6n59661,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86205
/agents/people/83923,"Bevan, Frank Poole, 1903-1976",http://n2t.net/ark:/99166/w6np2pk8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/83923
/agents/people/63635,"Beverley, Robert",http://n2t.net/ark:/99166/w62c2w33,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/63635
/agents/people/70835,"Bianchi, F. (Francesco), approximately 1752-1810",http://n2t.net/ark:/99166/w6z03gpd,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/70835
/agents/people/77129,"Bianchi, Martha Dickinson, 1866-1943",http://n2t.net/ark:/99166/w6ws9007,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/77129
/agents/people/71557,"Bibb, Grace C., 1842-1912",http://n2t.net/ark:/99166/w6hq82pj,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/71557
/agents/people/74231,"Biberman, H. J. (Herbert J.)",http://n2t.net/ark:/99166/w65t3hg8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/74231
/agents/people/64387,"Bickel, Alexander M.",http://n2t.net/ark:/99166/w6r78rp5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/64387
/agents/people/82671,"Bicknell, W. H. W. (William Harry Warren), 1860-1947",http://n2t.net/ark:/99166/w65x49s7,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82671
/agents/people/67036,"Bidart, Frank, 1939-",http://n2t.net/ark:/99166/w6zw2f5v,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/67036
/agents/people/62261,"Bidault, Georges",http://n2t.net/ark:/99166/w69p4cq0,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/62261
/agents/people/72720,"Biddell, Herman",http://n2t.net/ark:/99166/w60p1t01,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72720
/agents/people/59961,"Biddle, Anthony Joseph Drexel, 1896-1961",http://n2t.net/ark:/99166/w6xs6dt4,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59961
/agents/people/56243,"Biddle, Clement, 1740-1814",http://n2t.net/ark:/99166/w6n878h5,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/56243
/agents/people/88985,"Biddle, Francis, 1886-1968",http://n2t.net/ark:/99166/w6q52wk6,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/88985
/agents/people/73965,"Biddle, George, 1885-1973",http://n2t.net/ark:/99166/w6sq91hr,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73965
/agents/people/57489,"Biddle, James, 1783-1848",http://n2t.net/ark:/99166/w60292n8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/57489
/agents/people/61151,"Biddle, Nicholas, 1786-1844",http://n2t.net/ark:/99166/w6cn730p,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/61151
/agents/people/86894,"Bidou, Henry, 1873-1943",http://n2t.net/ark:/99166/w61z7rh8,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/86894
/agents/people/88339,"Bidwell, Barnabas, 1763-1833",http://n2t.net/ark:/99166/w6x06sft,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/88339
/agents/people/76144,"Bidwell, Marshall S. (Marshall Spring), 1799-1872",http://n2t.net/ark:/99166/w61g160t,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/76144
/agents/people/68120,"Bidwell, W. H. (Walter Hilliard), 1798-1881",http://n2t.net/ark:/99166/w6tr04cf,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/68120
/agents/people/64483,"Biebow, Hans, 1902-1947",http://n2t.net/ark:/99166/w6p27fmt,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/64483
/agents/people/61111,"Biederman, Charles Joseph, 1906-2004",http://n2t.net/ark:/99166/w69p3443,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/61111
/agents/people/66632,"Bierut, Bolesław, 1892-1956",http://n2t.net/ark:/99166/w6vf11pt,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/66632
/agents/people/59290,"Bigelow, Andrew, 1795-1877",http://n2t.net/ark:/99166/w6qg04d6,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59290
/agents/people/76786,"Bigelow, William Sturgis, 1850-1926",http://n2t.net/ark:/99166/w6qz2wvq,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/76786
/agents/people/58787,"Bigler, William, 1814-1880",http://n2t.net/ark:/99166/w6x35gm0,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/58787
/agents/people/65381,"Billings, Frederick, 1823-1890",http://n2t.net/ark:/99166/w602933h,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/65381
/agents/people/71424,"Billings, John S. (John Shaw), 1838-1913",http://n2t.net/ark:/99166/w6wq01rd,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/71424
/agents/people/78011,"Bing, Franklin C. (Franklin Church), 1902-",http://n2t.net/ark:/99166/w6fz13tw,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/78011
/agents/people/72002,"Bingham, Alfred M. (Alfred Mitchell), 1905-1998",http://n2t.net/ark:/99166/w6d50pcg,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/72002
/agents/people/81719,"Bingham, Caleb, 1757-1817",http://n2t.net/ark:/99166/w6jh42c7,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/81719
/agents/people/56316,"Bingham, Hiram, 1789-1869",http://n2t.net/ark:/99166/w67m1gt4,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/56316
/agents/people/77686,"Bingham, Hiram, 1831-1908",http://n2t.net/ark:/99166/w676644s,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/77686
/agents/people/85099,"Bingham, James S.",http://n2t.net/ark:/99166/w6g75j5b,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/85099
/agents/people/67768,"Bingham, Joel Foote, 1827-1914",http://n2t.net/ark:/99166/w6481z51,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/67768
/agents/people/82440,"Bingham, Millicent Todd, 1880-1968",http://n2t.net/ark:/99166/w6t15k0j,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/82440
/agents/people/59616,"Bingham, Robert W. (Robert Warwick), 1880-",http://n2t.net/ark:/99166/w6sx6d7n,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59616
/agents/people/73749,"Bingham, Susan Hulsman, 1944-",http://n2t.net/ark:/99166/w69d01qk,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/73749
/agents/people/74522,"Bingham, Sybil Moseley, 1792-1848",http://n2t.net/ark:/99166/w68q032p,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/74522
/agents/people/62669,"Bingham, Walter Van Dyke, 1880-1952",http://n2t.net/ark:/99166/w6tb1g37,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/62669
/agents/people/59437,"Bingham, William, 1752-1804",http://n2t.net/ark:/99166/w6xb33dd,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/59437
/agents/people/81440,"Bingham, Woodbridge",http://n2t.net/ark:/99166/w6t802bb,skipped,https://testarchivesspace.library.yale.edu/agents/agent_person/81440
